Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Risk_Involved,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
AVIC INTERNATIONAL FINANCE & INVESTMENT LTD,Virgin Islands,Corporate - Industrials,1.039394153,BB,5,99.7409647,68.52768503,2.126045895,7.249127466,8.097885287,High Risk,1.733731568,1.800588577,95.7845675,97.99810339
AXA,France,Financials - Insurance,2.019268271,B,6,85.58614029,104.1270111,1.878688933,8.94761987,8.37219143,High Risk,3.408765396,3.0006197,74.89690267,100.5189142
AXA LOGISTICS EUROPE MASTER S.C.A.,Luxembourg,Financials - Real estate,4.743093668,AAA,1,99.05718659,114.5572181,1.996903833,1.175572491,0.932873847,Low Risk,4.084873889,0.781306699,69.94183074,103.4993326
AXIS BANK LTD/GIFT CITY,India,Financials - Banking,1.954413194,BBB,4,78.47698898,54.55851579,0.716639556,9.902225346,7.387780289,High Risk,3.487028108,2.677629413,87.51944635,98.77171634
AXPO HOLDING AG,Switzerland,Corporate - Utilities,2.834557798,B,6,62.97708916,144.597089,2.553306083,2.094067139,9.599166896,High Risk,7.636470325,1.152109859,53.65875494,98.90882701
AYDEM YENILENEBILIR ENERJI AS,Turkey,Corporate - Energy,3.663585315,AAA,1,71.84979428,134.2165377,2.009661245,0.117798763,6.785473414,Medium Risk,0.969513926,3.718684075,54.47391915,99.81760053
AZURE POWER ENERGY LTD,Mauritius,Corporate - Utilities,2.136333211,B,6,79.67804677,79.66124822,2.79544655,9.974229391,5.705614046,Medium Risk,3.512170196,2.640292109,82.5986857,99.39526948
AZURE POWER SOLAR ENERGY PVT LTD,Mauritius,Corporate - Utilities,4.873019372,B,6,53.6540781,57.71875302,1.955871902,2.810738854,9.456296777,High Risk,8.372399995,2.056136813,74.34703566,92.17266716
B GRIMM POWER PCL,Thailand,Corporate - Utilities,4.831012827,B,6,81.11716323,66.98870732,0.948144909,6.680194525,4.429371217,Medium Risk,0.667970773,1.343985481,89.52076252,98.04170622
BAIC MOTOR CORP LTD,China (mainland),Corporate - Consumer Discretionary,1.633020331,BB,5,99.05889184,62.69444138,2.444770862,1.766823142,5.992935663,Medium Risk,9.423435077,4.993492409,95.81354187,95.09266457
BALOISE HOLDING AG,Switzerland,Financials - Insurance,2.737618277,BBB,4,59.50538249,62.32837793,1.017159086,5.802285322,4.763382935,Medium Risk,9.863168423,0.358552604,69.41834388,97.8891034
BANCA COMERCIALA ROMANA S.A.,Romania,Financials - Banking,1.853952394,A,3,89.62975581,101.8561689,3.11718369,9.040349865,9.328462214,High Risk,0.885681738,0.217803403,79.82050133,101.9326678
BANCA POPOLARE DI SONDRIO SPA,Italy,Financials - Banking,1.781782225,A,3,95.39493969,74.58474425,2.339348717,3.201811674,0.760847268,Low Risk,2.912725223,1.086287002,75.03483139,99.07096749
BANCA SELLA S.P.A.,Italy,Financials - Banking,0.665991263,AAA,1,97.18507964,85.81397165,0.971611651,6.70253976,5.011197008,Medium Risk,3.72400666,4.855362293,99.08053278,102.605104
BANCO BILBAO VIZCAYA ARGENTARIA SA,Spain,Financials - Banking,3.243039503,B,6,98.00678022,148.9505333,3.387014172,1.879035888,6.869524414,Medium Risk,7.763913687,4.896190842,91.55422037,101.5333879
BANCO BPM SOCIETA PER AZIONI,Italy,Financials - Banking,2.762055605,AAA,1,76.07298194,118.4314249,2.05509639,6.247953987,7.919065384,High Risk,5.959268121,3.274638674,95.58688541,103.893522
BANCO BTG PACTUAL S.A.,Brazil,Financials - Financial services,0.731654381,BB,5,98.8653954,144.8980667,0.718695356,3.364503518,5.830186474,Medium Risk,6.443657005,4.400533336,62.71700438,102.9022386
BANCO DAVIVIENDA S.A.,Colombia,Financials - Banking,1.753909089,BB,5,87.86551036,64.2556555,2.380498713,2.112082586,9.089177441,High Risk,7.575098228,1.069808654,88.62632116,94.4984117
BANCO DE BOGOTA S.A.,Colombia,Financials - Banking,4.587196487,AA,2,58.08357181,88.21394748,1.259596721,3.131820507,9.419914469,High Risk,1.179789994,4.860210471,63.27366125,95.93956816
BANCO DE CREDITO DEL PERU,Peru,Financials - Banking,1.578028508,BB,5,73.84500532,105.4731803,2.911080356,1.788410685,0.643192232,Low Risk,8.332094569,0.713924251,60.43712667,99.04470411
BANCO DE CREDITO E INVERSIONES,Chile,Financials - Banking,1.152026924,AA,2,85.91655877,57.67580619,2.953466221,9.019161078,4.023705395,Medium Risk,7.056198042,0.505625941,97.21330798,101.3092516
BANCO DE SABADELL SA,Spain,Financials - Banking,2.702537421,BBB,4,62.36701579,50.41874436,3.436842068,3.971868863,0.234590217,Low Risk,5.773417252,0.561057696,50.96522084,94.87012275
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,Brazil,SSA - Quasi-sovereigns,4.935427043,AAA,1,82.03075918,117.0434334,2.005608593,2.45279305,3.294166574,Medium Risk,8.897353348,2.865639616,98.26943518,104.1166586
BANCO SANTANDER S.A.,Spain,Financials - Banking,1.589248722,BBB,4,83.33002395,114.1819517,1.864870639,4.48407841,5.36868218,Medium Risk,7.003063539,3.904872004,57.46309485,100.485796
BANCOLOMBIA SA,Colombia,Financials - Banking,3.524609963,BB,5,58.13498719,91.078881,2.760426816,3.205361668,9.107949305,High Risk,2.016999626,1.833335889,90.97190409,95.38075242
BANE NOR EIENDOM AS,Norway,Financials - Real estate,3.927288269,BBB,4,78.25426562,98.9644076,0.897411969,7.444192538,8.465543225,High Risk,4.297453811,4.889479939,63.79612765,100.0650309
BANGKOK MASS TRANSIT SYSTEM PCL,Thailand,Corporate - Industrials,1.569368948,BBB,4,88.58134555,91.54430006,2.140746541,9.712199119,1.274997267,Low Risk,4.940428669,2.172100691,67.53511637,103.3563948
BANK FOR AGRICULTURE AND AGRICULTURAL COOPERATIVES (BAAC),Thailand,SSA - Quasi-sovereigns,3.776973569,BBB,4,74.94478323,52.40050448,2.1387428,4.380336567,0.930303747,Low Risk,0.552176268,0.752242754,60.83788557,95.87206088
BANK HAPOALIM BM,Israel,Financials - Banking,2.155024097,BB,5,50.60515584,83.53716062,0.768419368,8.610334,5.892673388,Medium Risk,9.546375134,2.329833741,79.27570212,99.96125127
BANK LEUMI LE-ISRAEL BM,Israel,Financials - Banking,3.345376238,B,6,50.45192345,67.70822554,1.753952257,5.658630736,5.321179725,Medium Risk,1.285772608,3.395185827,67.40477738,94.1634501
BANK OF AMERICA CORPORATION,United States,Financials - Banking,3.350883698,BBB,4,67.8514672,59.84241891,3.059854396,1.572356651,2.663776414,Low Risk,6.974612672,4.161128903,82.86965197,94.33205949
BANK OF CHINA,China (mainland),Financials - Banking,2.910986078,AA,2,96.30970342,145.6720434,3.068460866,6.906227421,8.994530846,High Risk,5.062310361,2.29384145,50.7823659,105.0614432
BANK OF CHINA (HONG KONG) LIMITED,China (Hong Kong),Financials - Banking,0.906303965,BB,5,61.43383898,109.9359725,0.797712995,5.134344971,9.273664095,High Risk,0.256322499,2.96803413,53.21874418,97.17118074
BANK OF CHINA LTD/FRANKFURT,Germany,Financials - Banking,4.25886123,BBB,4,81.71818444,122.8656284,0.772162648,6.506065233,4.026114383,Medium Risk,9.247474759,1.336723561,54.98305764,104.6178004
BANK OF CHINA LTD/HUNGARY,China (mainland),Financials - Banking,1.943510292,B,6,61.10379353,81.53637433,1.288086431,8.896874126,8.903025571,High Risk,8.518368088,3.229582632,70.94968427,98.01989953
BANK OF CHINA LTD/JOHANNESBURG,China (mainland),Financials - Banking,1.339333297,BB,5,66.08349948,89.31471295,3.124298188,4.404345707,3.839488943,Medium Risk,5.242579279,4.92985972,90.73980863,97.13718003
BANK OF CHINA LTD/MACAU,China (mainland),Financials - Banking,0.683488137,A,3,92.40210448,73.69239939,0.886707755,9.011776232,7.368168318,High Risk,2.289423361,0.245267863,94.40889552,101.5601245
BANK OF CHINA LTD/PARIS,China (mainland),Financials - Banking,3.159018244,B,6,86.44307211,59.6965671,2.659990408,7.506690143,4.759422175,Medium Risk,1.216228907,4.432653354,62.240537,95.5010842
BANK OF CHINA LTD/SYDNEY,Australia,Financials - Banking,3.549039628,AA,2,54.76996387,67.90316374,0.803496859,4.886049259,1.225831565,Low Risk,3.633924794,2.811412514,78.71848621,98.87168083
BANK OF GUIYANG CO LTD,China (mainland),Financials - Banking,0.57464523,BBB,4,71.43510105,129.7514045,2.369413561,6.032221357,9.279342012,High Risk,2.55428281,1.260493298,88.41824963,101.6342972
BANK OF HANGZHOU CO LTD,China (mainland),Financials - Banking,2.804418762,A,3,51.45848818,117.7545805,1.568201897,3.255811325,4.540965934,Medium Risk,5.06691201,4.77444855,64.4414715,99.50183844
BANK OF IRELAND GROUP PLC,Ireland,Financials - Banking,1.519230988,A,3,74.04450733,104.6928876,2.866741889,9.835972997,7.344870403,High Risk,9.664092961,2.416771515,70.45038684,103.1400819
BANK OF NAGOYA LTD/THE,Japan,Financials - Banking,3.403277557,BB,5,83.12170059,97.50898729,1.201071346,6.673511631,3.671738144,Medium Risk,5.749534932,1.658451258,76.19871013,101.6931894
BANK OF TAIWAN,Taiwan,Financials - Banking,1.284648931,A,3,55.92513118,142.2434284,2.417605488,0.438468525,0.188808786,Low Risk,8.899310559,0.907488141,56.74374232,102.2076255
BANK OF THE PHILIPPINE ISLANDS,Philippines,Financials - Banking,3.609219821,AA,2,64.44424695,57.27349478,1.207047604,3.266219057,1.005303587,Low Risk,6.508788375,1.222261051,51.29911469,97.24783485
BANK RAKYAT INDONESIA PERSERO TBK PT,Indonesia,Financials - Banking,2.240309058,AA,2,69.89183128,78.06008132,2.640980849,6.233144338,4.962194795,Medium Risk,4.752465266,4.164245208,57.64029047,98.33651628
BANK SINOPAC CO LTD/TAIWAN,Taiwan,Financials - Banking,4.715284949,AAA,1,95.97655123,84.99378536,3.121034104,0.563332778,6.899643571,Medium Risk,8.546075627,3.072050047,81.34268106,98.4496964
BANKINTER SA,Spain,Financials - Banking,1.118844249,AA,2,99.66275077,128.2425812,0.880405397,0.238841913,3.347353266,Medium Risk,4.713681102,4.566228097,53.68091308,101.5113339
BANQUE FEDERATIVE DU CREDIT MUTUEL,France,Financials - Banking,2.03479858,B,6,52.24556495,149.251462,3.099787066,4.500242395,6.954884592,Medium Risk,8.686281705,1.159842261,59.48481824,101.0652364
BANQUE INTERNATIONALE A LUXEMBOURG S.A.,Luxembourg,Financials - Banking,1.010630846,A,3,88.05039617,74.06705148,2.280725763,3.326901797,6.986355894,Medium Risk,2.915767696,0.605692869,66.89269428,96.66237408
BARCLAYS BANK PLC,United Kingdom,Financials - Banking,4.661121282,AA,2,68.58620332,137.4307334,0.881331473,4.38298608,7.039359073,High Risk,1.288130738,0.030437655,53.89350322,103.4477637
BARCLAYS PLC,United Kingdom,Financials - Banking,4.44802709,BB,5,69.62290931,133.062276,1.782625566,2.626933099,4.92521854,Medium Risk,8.553144644,2.539310188,59.58496356,101.0819193
BAROMFI-COOP TERMELO ES KERESKEDELMI KFT,Hungary,Corporate - Consumer Staples,1.660737325,AAA,1,87.71324867,72.46573976,0.98258088,1.647177469,9.148861501,High Risk,5.874151638,4.991534652,95.56348945,96.98226644
BASF SE,Germany,Corporate - Materials,3.469928207,A,3,95.92132161,89.93325802,2.601043667,6.89143357,4.89196518,Medium Risk,8.890923982,3.474826344,50.96495661,101.2060418
BAWAG PSK BANK FÃœR ARBEIT UND WIRTSCHAFT UND Ã–STERREICHISCHE POSTSPARKASSE,Austria,Financials - Banking,4.177499901,AAA,1,97.54642973,90.96728693,2.776604403,5.145711163,4.502651935,Medium Risk,9.37827207,1.54197296,82.67159621,103.1741891
BAYERISCHE LANDESBANK,Germany,Financials - Banking,2.998403652,A,3,78.8561293,147.8220669,0.817389561,2.001542112,1.99380819,Low Risk,0.536283904,4.384292915,69.22044655,103.4110795
BAYWA AKTIENGESELLSCHAFT,Germany,Corporate - Consumer Staples,2.883427603,BB,5,67.85605797,68.08919014,2.018419558,3.195894263,3.076550874,Medium Risk,5.009693019,3.90861133,83.63243697,95.52249138
BAZALGETTE FINANCE PLC,United Kingdom,Corporate - Utilities,1.588335309,AAA,1,89.37745429,129.9157971,2.943875168,5.918079077,0.423344925,Low Risk,3.749645491,0.07707583,79.43458602,106.9790846
BBVA BANCOMER S.A.,Mexico,Financials - Banking,0.918962455,BBB,4,62.55006916,83.41927142,3.308489125,0.722293483,6.335352936,Medium Risk,6.258583971,4.084302403,61.17493772,93.37905662
BBVA GLOBAL MARKETS B.V.,Netherlands,Financials - Financial services,4.537470911,B,6,78.20370144,123.0870346,2.0405536,1.474530093,2.485357439,Low Risk,7.935911972,1.502633786,92.36047438,101.0473279
BCI QUADREAL REALTY,Canada,Financials - Real estate,4.551881257,B,6,67.92892308,92.00110043,3.350837671,0.732456041,3.041552545,Medium Risk,2.80590216,0.748367323,74.59701913,95.41685894
BCPG PCL,Thailand,Corporate - Energy,3.348956558,A,3,82.83155369,107.8359763,2.107066911,8.123173327,7.708145217,High Risk,5.567983844,1.131654199,91.12680095,103.6165132
BEIJING ENTERPRISES WATER (CHINA) INVESTMENT LIMITED,China (Hong Kong),Corporate - Utilities,2.02563406,BBB,4,62.01994564,133.2611773,1.682571484,7.524092332,3.272211832,Medium Risk,7.087285799,2.342899022,70.30062681,104.6536291
BEIJING ENVIRONMENT BVI CO LTD,Virgin Islands,Corporate - Industrials,2.071443086,AAA,1,59.57964729,130.4165565,3.044609386,7.533129319,2.42195892,Low Risk,1.344310828,2.124339635,99.2342777,105.8114319
BEIJING GAS SINGAPORE CAPITAL CORP,China (mainland),Corporate - Utilities,3.766800555,BBB,4,95.91195433,136.6423184,1.978948131,7.163253435,1.690577491,Low Risk,8.14066906,1.444436497,88.52446793,107.8169836
BELFIUS BANK SA/NV,Belgium,Financials - Banking,4.53699617,BBB,4,55.09018415,55.96173253,1.915707532,6.693854237,7.748584022,High Risk,6.061095999,0.861091611,98.29751026,96.78815388
BELGIUM (THE KINGDOM OF),Belgium,SSA - Sovereigns,4.491888909,AAA,1,75.29789539,119.2050553,1.970937468,4.769919154,1.29706258,Low Risk,9.495374371,3.811153948,75.71632395,105.1418888
BENCHMARK HOLDINGS PLC,United Kingdom,Corporate - Health Care,4.009439956,BB,5,61.04263915,63.99873767,3.040355006,6.422781635,4.537537603,Medium Risk,3.395289191,4.950548919,73.68455661,95.26166278
BERKELEY GROUP PLC/THE,United Kingdom,Corporate - Consumer Discretionary,3.389142408,BBB,4,51.94649817,91.5818568,2.995824625,0.383615548,5.069301161,Medium Risk,1.081459423,3.888957902,87.77269047,94.40158485
BERLIN HYP AG,Germany,Financials - Consumer Finance,0.878629842,BBB,4,51.80094091,104.8588415,1.710559977,6.214644227,6.873899127,Medium Risk,5.06501201,1.479684838,94.01456315,100.162573
BESQAB AB,Sweden,Corporate - Consumer Discretionary,1.227329213,BB,5,58.76108861,90.27394847,1.49989958,7.778777055,6.332834823,Medium Risk,0.858107717,1.224044807,98.20728979,99.36009667
BIGGEORGE PROPERTY ZARTKOERUEN MUKOEDO RESZVENYTARSASAG,Hungary,Financials - Real estate,4.543493848,BBB,4,93.33851773,101.9611676,1.975784072,5.003583604,8.107206729,High Risk,9.695265233,1.08832938,66.2275953,101.0675205
BIM LAND JSC,Vietnam,Financials - Real estate,3.228930768,BBB,4,64.1239372,149.6526309,2.218317529,3.575133284,0.447514339,Low Risk,0.386849583,0.683475372,89.93522869,104.6229472
BIOGAS SARDEGNA GREEN,Italy,Corporate - Energy,0.541386732,BBB,4,97.52295853,63.52173137,1.215011632,2.774267348,2.964407248,Low Risk,7.535039011,2.756652748,60.53227988,96.81090078
BIOTECH LISTINGS LTD,United Kingdom,Financials - Financial services,0.956621943,B,6,79.08111465,117.5456045,2.881865254,6.428020502,2.801341188,Low Risk,5.251023981,3.02700186,77.27871734,101.3311209
BKS BANK AG,Austria,Financials - Banking,3.485757961,AA,2,71.83070949,89.60009664,1.959448297,6.928011986,1.460169056,Low Risk,3.686206525,3.527513303,58.99240742,101.4844729
BKW AG,Switzerland,Corporate - Utilities,0.522777127,BB,5,79.00444173,63.30097989,1.502136645,8.709675999,2.891782539,Low Risk,0.658421645,3.401066855,67.36986809,97.83671416
BLACKSTONE PROPERTY PARTNERS EUROPE HOLDINGS SARL,Luxembourg,Financials - Real estate,1.223636231,BBB,4,75.83491926,65.87367634,0.820462979,3.423340825,3.097653141,Medium Risk,6.221669242,1.461666556,96.56791836,97.88021459
BLOOM ENERGY CORP,United States,Corporate - Industrials,2.969302052,B,6,87.93881269,144.9273106,1.216535481,7.697723074,5.218844619,Medium Risk,5.852203294,1.651555027,57.30453499,105.1363999
BLUEPLANET INVESTMENTS AG,Germany,Financials - Financial services,3.61352839,BB,5,64.1248033,137.9601497,3.347843515,5.613558242,6.637044789,Medium Risk,2.808832731,3.407572677,81.62004476,101.3173062
BN BANK ASA,Norway,Financials - Banking,3.433825668,A,3,67.65251958,140.704196,1.41529906,8.828364907,3.811005136,Medium Risk,9.102217014,1.747238204,79.64771365,107.8833521
BNG BANK NV,Netherlands,SSA - Quasi-sovereigns,1.509211893,A,3,94.70471513,149.1532776,1.006577868,5.278121083,7.194702313,High Risk,3.041100073,1.063115948,56.03691764,105.1336588
BNK CAPITAL CO LTD,India,Financials - Commercial Finance,3.704806496,BBB,4,97.32282566,70.831539,1.882018375,5.176298284,3.361653386,Medium Risk,4.497254106,1.871680768,66.29895219,98.90428174
BNP PARIBAS,France,Financials - Banking,1.567620894,B,6,94.62791137,85.54393374,1.42126323,5.778770814,2.902836773,Low Risk,5.437624559,1.360420788,78.14907523,99.92120392
BNP PARIBAS SA/TAIPEI,France,Financials - Banking,1.964298642,B,6,70.9723997,116.921903,0.605477751,7.493153551,5.411880559,Medium Risk,1.002318782,0.441563606,59.35893045,101.3876414
BOLIDEN AB,Sweden,Corporate - Materials,3.859211323,BB,5,89.01827515,98.38025399,1.469435652,9.646904788,0.237163603,Low Risk,9.321617192,4.150694511,90.03118282,105.1822558
BONAVA AB,Sweden,Corporate - Consumer Discretionary,3.423348046,BB,5,73.81678667,91.83895334,2.132325872,0.735633542,0.797891236,Low Risk,3.745361525,4.265556946,98.60782548,97.35540728
BONHEUR ASA,Norway,Corporate - Industrials,4.321505347,B,6,74.87699261,85.78112493,2.155137116,0.534346024,4.179695436,Medium Risk,0.807792139,1.098751501,60.73797,94.4044581
BONNIER FASTIGHETER FINANS PUBL AB,Sweden,Financials - Real estate,3.459258015,BB,5,60.23400545,109.3780632,1.569676764,9.375503374,9.429127114,High Risk,3.872911737,0.323860998,59.34559824,100.9950501
BPCE,France,Financials - Banking,3.057388715,B,6,79.55651516,107.5593429,1.841908269,5.298756255,7.215117798,High Risk,6.002025471,3.694137187,72.74675359,99.03154971
BPCE HOME LOANS FCT 2021 GREEN UOP,France,Financials - Consumer Finance,0.921536455,AA,2,59.30679489,66.14578341,3.396553755,6.149030146,0.881265695,Low Risk,5.136526718,1.057643129,87.38826386,99.12645567
BPCE SFH SA,France,Financials - Consumer Finance,2.154721114,B,6,66.57823495,97.17398375,1.632045432,4.824236016,8.463180128,High Risk,6.94541974,1.967177447,64.08003051,97.09170356
BPIFRANCE SACA,France,SSA - Agencies,1.693410655,A,3,92.75151008,105.3471776,1.27468044,0.936574526,7.323007706,High Risk,0.554839421,0.320676261,50.99399543,97.95775453
BRAGE FINANS AS,Norway,Financials - Consumer Finance,1.597953395,BB,5,60.35379046,107.0286939,1.230401132,7.680893784,6.109465257,Medium Risk,2.845406103,1.131347924,77.0610314,100.8236442
BRAMBLES FINANCE PLC,United Kingdom,Corporate - Industrials,4.878547496,B,6,53.55791426,71.01071929,1.873293838,7.472246451,8.202929606,High Risk,8.192305768,3.964511392,97.83002839,96.83591654
BRFKREDIT A/S,Denmark,Financials - Consumer Finance,2.268939761,B,6,53.45037963,124.2271392,2.778560446,3.117033215,4.041098477,Medium Risk,0.798936878,4.021982235,69.56384277,97.49214141
BRIGHTE GREEN TRUST 2020-1,Australia,Financials - Specialty finance,4.514209498,BB,5,97.03922603,52.51990948,1.117964553,3.062392452,2.215010509,Low Risk,8.554859547,1.035424124,71.00672771,97.11926548
BRIM,Iceland,Corporate - Consumer Staples,3.340123817,AA,2,75.3460219,85.48318555,2.627888381,8.378413809,5.120233891,Medium Risk,0.918960921,1.679569226,98.44508586,101.9376965
BROOKFIELD BRP HOLDINGS (CANADA) INC.,Canada,Corporate - Utilities,4.076650866,AA,2,70.47060359,128.0212649,0.56344947,0.723572577,5.488417556,Medium Risk,8.344542149,0.671192095,84.73038058,102.83513
BROOKFIELD FINANCE I UK PLC,United States,Financials - Financial services,2.761866919,BB,5,90.54392905,106.3892921,1.756798934,8.811051484,5.38326372,Medium Risk,3.607884011,0.370863151,85.95859614,103.5460271
BROOKFIELD FINANCE INC,Canada,Financials - Financial services,3.096067481,AAA,1,91.7912964,76.11624325,2.827595196,2.566616899,5.650737915,Medium Risk,6.122090633,4.960858572,78.13510027,98.01120024
